Id,highlighted,text,ru_trans,tags,prefix,suffix,position_start,position_end,start_container,end_container,chapter,ch_num,lang,overlap,img_src,alt_text_eng
i3ETEno9Ee2qw29LutsB6A,няня,"A reference to Pushkin's nanny, Arina Rodionovna Yakovleva (1758–1828). Pushkin dedicated several works to her. Depicted here: ![](https://upload.wikimedia.org/wikipedia/commons/f/f6/Arina_Rodionovna.jpg) In Pushkin's novel-in-verse *Eugene Onegin*, the heroine Tatiana thrice says ""Ах, няня..."" (ch. 3, stanzas 19, 34, 35). Also mentioned in Note IX (R173/E41).",,"['intratextuality', 'intertextuality']","уп, ему не спится.
  Не спится, ",", что со мной?
  Он если стар, т",7458,7462,/div[1]/main[1]/article[1]/ul[7]/li[15]/hypothesis-highlight[2],/div[1]/main[1]/article[1]/ul[7]/li[15]/hypothesis-highlight[2],11. Опять записки,11,ru,full,['https://upload.wikimedia.org/wikipedia/commons/f/f6/Arina_Rodionovna.jpg'],['']
xZwTUN36Eeyrbhu2HNS3GQ,семь верст киселя хлебать,Set expression: to travel a long distance for a silly or no real purpose.,Устойчивое выражение: проделать долгий путь ради незначительной цели или вовсе без неё.,['phraseologism']," под боком 
у кубарэ, в Слободу "," — на рашпиле там 
или на дурашп",7463,7488,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. ЗАИТИЛЫЦИНА,01,ru,none,[],[]
up0YLJKHEe2m3os4Mh7T0Q,непоседу,Colloquial: a fidgety person.,,['register/style'],"ю на свалку — и ищи-свищи тебя, ",". Широко и вольготно, рискну 
за",7465,7473,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],14. От Ильи Петрикеича,14,ru,none,[],[]
9nqz8k71Ee2SkF8lw7mdlw,буде,"Dated: if, provided that, unless.",Устаревшее: если.,['register/style'],"-чура, не приходуйте перлы мои, "," обрящете. Ну, в руках повертеть",7467,7471,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],08. Заитильщина,08,ru,none,[],[]
DmLthN37EeyNoTOb2b5o7Q,верст,An obsolete Russian unit of length equal to approximately .66 miles or 1.07 km.,"Устаревшая русская мера длины, соответствующая примерно 0,66 милям или 1,7 км.","['Russia', 'explanatory']","боком 
у кубарэ, в Слободу семь ", киселя хлебать — на рашпиле там,7468,7473,/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[174],/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[174],01. ЗАИТИЛЫЦИНА,01,ru,full,[],[]
lp83LGn-Ee2wwOMZf95gCg,истории болезней истории,"That is, all the news contained in the newspapers.",,['explanatory'],"т-нет, то были как раз газеты — ", — такие тяжелые — таких тяжелых,7469,7493,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],09. Картинки с выставки,09,ru,none,[],[]
VhtnukDOEe2sN4MyoA7Kfw,обрящете,"Dialectical/archaism: from the Old Church Slavonic for to find, discover. A reference to [Matthew 7:7–8](https://www.biblegateway.com/passage/?search=Matthew%207%3A7-8&version=NIV;RUSV).","Диалектическое/архаизм: от церковносланяского ""найти"", ""отыскать"". Отсылка к [Матфея 7:7-8](https://www.biblegateway.com/passage/?search=Matthew%207%3A7-8&version=NIV;RUSV). ","['register/style', 'archaism', 'bible', 'religion', 'intertextuality']",", не приходуйте перлы мои, буде ",". Ну, в руках повертеть — поверт",7472,7480,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],08. Заитильщина,08,ru,none,[],[]
_pKKkN36EeyxM7sYyChWsw,киселя,A fruit dish served in the form of a dessert or a drink made of berry juice and a starch agent,"Фруктовое блюдо, подающееся в виде десерта или напитка, приготовленного из ягодного сока и крахмала.",['explanatory'],"
у кубарэ, в Слободу семь верст "," хлебать — на рашпиле там 
или н",7474,7480,/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[174],/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[174],01. ЗАИТИЛЫЦИНА,01,ru,full,[],[]
b3zFGohnEe2xse-HmFAIDw,колуном,Sledge axe.,,['explanatory'],"за срокá 
стали точно такие же, ",", да и шли они как-то на полусог",7477,7484,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],12. Заитильщина,12,ru,none,[],[]
Ejqa3JKIEe2VC9f4-mGQ-A,вольготно,Colloquial: freely.,,['register/style'],"-свищи тебя, непоседу. Широко и ",", рискну 
заметить, раскинулись ",7484,7493,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],14. От Ильи Петрикеича,14,ru,none,[],[]
xtEXFBGREe2Ie4f3unuEtQ,iерихонская труба,"Set expression: extremely loud, deafening. The expression derives from the Bible: according to [Joshua 6:1–27](https://www.biblegateway.com/passage/?search=Joshua+6:1-27&version=NIV;LEB), the walls of Jericho fell after the Israelites marched around the city walls once a day for six days and seven times on the seventh day then blew their trumpets. ""Jericho trumpets"" are also called the sirens that during World War II were installed on the German airplanes Junkers Ju87 with the purpose of intimidating.","Устойчивое выражение: очень громко, оглушительно. Выражение берет начало в Библии: согласно [книге Иисуса Навина 6:1-27](https://www.biblegateway.com/passage/?search=%D0%98%D0%B8%D1%81%D1%83%D1%81%20%D0%9D%D0%B0%D0%B2%D0%B8%D0%BD%206%3A1-27&version=RUSV;NIV), стены Иерихона рухнули после того, как израильтяне затрубили в трубы, предварительно обходя город единожды в течение шести дней и семикратно на седьмой день. ""Иерихонскими трубами"" также назывались сирены, установленные во Вторую мировую войну на немецкий бомбардировщик ""Юнкерс-87"" с целью запугивания. ","['phraseologism', 'bible', 'explanatory', 'foreign', 'intertextuality', 'religion']","ым, бросает он, чего это вы как "," вопите, даже в наборном слыхать",7485,7502,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],"05. Ловчая повесть, или картинки с выставки",05,ru,none,[],[]
7TmkWIkTEe2vF4uUxF5vLQ,а в октябре родила я — не в срок,"Again, the non-linear/confused perception and experience of time.",,"['structure', 'time']"," — 
картошек дали, портвейного, ",". Все 
не как у людей, бабуля ра",7486,7518,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],10. Дзынзырэлы,10,ru,none,[],[]
LPyZCIqxEe2VCfMxPADG5Q,шли они как-то на полусогнутых,"They are trudging through the snow, perhaps with more difficulty because of drinking, just as hunters are in Bruegel's *Hunters in the snow*. Pictured here: ![](https://upload.wikimedia.org/wikipedia/commons/e/ed/Pieter_Bruegel_d._Ä._106b.jpg) Krylobyl's responses seem to justify such reading, given that he slurs his echo-responses to Ilya. ",,"['explanatory', 'intertextuality', 'intratextuality']","и точно такие же, колуном, да и ",". С полем, с полем, охотников я ",7491,7521,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2]/hypothesis-highlight[163],12. Заитильщина,12,ru,partial,['https://upload.wikimedia.org/wikipedia/commons/e/ed/Pieter_Bruegel_d._Ä._106b.jpg'],['']
Gj54vN37EeyL89_d3orQTQ,рашпиле,Borrowed from the German *Raspel*. A coarse file. Pictured here: ![](https://upload.wikimedia.org/wikipedia/commons/0/0b/Wood_rasp.jpg),Заимствовано от немецкого *Raspel*. Напильник. Изображено ниже: ![](https://upload.wikimedia.org/wikipedia/commons/0/0b/Wood_rasp.jpg),['foreign'], семь верст киселя хлебать — на ," там 
или на дурашпиле. Не сомне",7494,7501,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. ЗАИТИЛЫЦИНА,01,ru,none,['https://upload.wikimedia.org/wikipedia/commons/0/0b/Wood_rasp.jpg'],['']
40vQ9qjzEe2tzJOdtrC3sw,Затем,"Gerald Smith identifies this word (meaning ""later,"" not ""because"") as ""a neat laying-bare of the *post hoc, ergo propter hoc* fallacy,"" also known simply as the post hoc fallacy (""The Verse"" 324).",,['language'],"е пытался.
  Все было напрасно. ",",
  Домой возвращаясь деревней,
",7495,7500,/div[1]/main[1]/article[1]/ul[5]/li[28],/div[1]/main[1]/article[1]/ul[5]/li[28],15. Журнал запойного,15,ru,none,[],[]
TAT1Vt37Eey8mJvYuWBhdw,дурашпиле,A neologistic play on *rashpil* (Raspel) combining the German word with *durak* (fool). Emphasizes the foolish nature of this quest.,"Неологистическая игра слов ""рашпиль"" (нем.) и ""дурак"". Подчеркивает бессмысленность мероприятия.","['neologism', 'foreign', 'pun', 'irony']","лебать — на рашпиле там 
или на ",". Не сомневайтесь, ибо ведь жерт",7514,7523,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. ЗАИТИЛЫЦИНА,01,ru,none,[],[]
GcCxlP73EeypHSvsavTFFQ,аз есмь,"Archaism from Church Slavonic: I am. A syntagm mentioned in *A School for Fools* and central in Sokolov's essay ""The Anxious Pupa"" (1986).delete",Архаизм из церковнославянского: Я есть Сущий.,"['archaism', 'register/style', 'self-reference']","
  Связку отправить. Два слова: ",".
  
    Без промедленья. По все",7516,7523,/div[1]/main[1]/article[1]/ul[7]/li[11],/div[1]/main[1]/article[1]/ul[7]/li[11],03. Записки запойного охотника,03,ru,none,[],[]
f9pc3hGSEe2dnWOSwPF--A,наборном,Implied: where typesetting is done.,Подразумевается: наборных цех.,"['explanatory', 'language']","ерихонская труба вопите, даже в "," слыхать. Помилуйте, Игнатiй Вар",7518,7526,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],"05. Ловчая повесть, или картинки с выставки",05,ru,none,[],[]
2k5YXi9wEe2TDrsC3DUr-g,Городнище,"The main setting of the novel: a fictional town on the banks of the Volga River. Also called Gorodnishchi. Derived from the words for town (gorod) and beggar (nishchii). It is the ""town of beggars."" Olga Matich writes: ""If *School for Fools* was written against the background of youth prose, Sokolov's next novel *Between Dog and Wolf* may be read as the author's response to village prose, the literary rage of the seventies"" (""Sasha Sokolov"" 310). Vadim Kreid observes that Gorodnishche, a barracks village of beggars and thieves, resembles an ""Anti-Kitezh"" (Kitezh being the legendary, mythical city in Russian folklore that only the pure-hearted will have the chance to reach). In Gorodnishche, however, thieves rob beggars, while beggars beg thieves (""Zaitil'shchina"" 213). According to Johnson, the living dwell Gorodnishche, while the dead reside on the other side of the river, in Bydogoshch (""Sokolov's *Between Dog and Wolf* and the Modernist Tradition"" 209). Johnson also mentions a statement by Sokolov himself: ""Sokolov reports that the name is a blend of the dissolute eighteen-century town of Gorodnya described by A. N. Radishchev in his *Journey from Petersburg to Moscow* and a nearby town called Gorodishche. Thus the time layers of the sixteenth century, the eighteenth century, and a mythic present are all superimposed upon each other – a characteristic technique in the novel"" (217).","Главное место действия романа: вымышленный город на берегу Волги, также называется Городнищи. Название получено в результате сочетания слов ""город"" и ""нищий"". Таким образом, Городнищи — город нищих. О. Матич пишет: ""Если *Школа для дураков* была написана в противовес молодежной прозе, следующий роман Соколова, *Между собакой и волком* можно расценивать как ответ автора на деревенскую прозу, модное литературное направление семидесятых"" (Matich ""Sasha Sokolov"" 310). В. Крейд замечает, что Городнище, барачный город нищих и воров, напоминает “Анти-Китеж” (Китеж — мифический город в русском фольклоре, в который попадают только чистые сердцем). В Городнище, однако, воры грабят нищих, и нищие попрошайничают у грабителей (Kreid ""Zaitil'shchina"" 213). Согласно Джонсону, Городнище — обитель живых, в то время как мертвые населяют противоположный берег реки, в Быдогощах (Johnson ""Sokolov's Between Dog and Wolf and the Modernist Tradition"" 209). Джонсон также цитирует самого Соколова: “Соколов замечает, что название города является помесью развратного города XVIII века Городни, описанного А. Н. Радищевым в Путешествии из Петербурга в Москву и близлежащего города Городище. Таким образом, временные слои XVI века, XVIII века и мифического настоящего накладываются друг на друга — типичный роману прием” (217).
","['location', 'setting', 'folklore', 'theme', 'intertextuality']","енья от веков,
  То ль писал ты ","
  Совершенно без очков.
  Ибо л",7518,7527,/div[1]/main[1]/article[1]/ul[8]/li[10],/div[1]/main[1]/article[1]/ul[8]/li[10],07. Записки охотника,07,ru,none,[],[]
tcbVsIhnEe2Zhl9I1FQ9RQ,С полем,Set expression: to congratulate someone on a successful hunt.,,['phraseologism'],шли они как-то на полусогнутых. ,", с полем, охотников я поздравля",7523,7530,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],12. Заитильщина,12,ru,none,[],[]
-Uu3kAlXEe2ZQ1Nj4DTUTw,репнулось,"Dated/dialectical: to crack, burst.","Устаревшее/диалектическое: сломаться, разломаться.",['register/style'],. Потому что ведь чье колесо-то ,", если вдуматься. Нету 
худа без",7523,7532,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы,04,ru,none,[],[]
XI_WKI8AEe2iq1_Zbz9o7g,шкапах,Same as шкаф.,,['language'], честолюбцев покойных мерцать в ," золотыми тиснениями корешков, к",7526,7532,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],13. Картинки с выставки,13,ru,none,[],[]
8LYs9IlfEe29EwNlP8g8hw,с полем,Set expression: to congratulate someone on a successful hunt.,,['phraseologism'],"ак-то на полусогнутых. С полем, ",", охотников я поздравлял. Олем, ",7532,7539,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],12. Заитильщина,12,ru,none,[],[]
ElcNShftEe2v3WvXBtD3Kw,ибо,"Literary/dated: because, for.",Устаревшее/книжное слово: потому что.,['register/style']," на дурашпиле. Не сомневайтесь, "," ведь жертва жребия спешит 
не п",7542,7545,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. ЗАИТИЛЫЦИНА,01,ru,none,[],[]
yJxUhJ7tEe2IUh9MILmVjg,тиснениями,Paper embossing.,,['explanatory'],ойных мерцать в шкапах золотыми ," корешков, коль 
скоро Селене, б",7542,7552,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],13. Картинки с выставки,13,ru,none,[],[]
Uh6LnNItEe2XwLNu9paomA,Игнатiй,"Since the narration moves back in time to the 19th century, the orthography is also consequently dated: the grapheme ""i"" was left out of the Russian Cyrillic alphabet after the 1918 reform.","Так как повествование возвращается во времени к XIX веку, орфография соответствует эпохе: графема ""i"" была исключена из русского кирилличекого алфавита после реформы 1918 года.",['register/style']," в наборном слыхать. Помилуйте, "," Варфоломеич, 
оправдывается про",7547,7554,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],"05. Ловчая повесть, или картинки с выставки",05,ru,none,[],[]
pDEwAghHEe29xH-JHoCbiA,"Нету 
худа без нéхуда","A variation of the phraseologism ""нет худа без добра"" (""every cloud has a silver lining"")","Фразеологизм. Искаженное от ""нет худа без добра"".",['phraseologism'],"о-то репнулось, если вдуматься. ",", вот и Дзынзырэла с удачей вдру",7550,7571,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы,04,ru,none,[],[]
vSCUGgKgEe24W9sT3b_hZA,жертва жребия,"A possible reference to Lermontov's poem *Epitafiia* (И смерть захочет ли свести / Две жертвы жребия земного, /Как знать! Итак, прости, прости!..) Read the original [here](https://www.culture.ru/poems/37245/epitafiya-prosti-uvidimsya-l-my-snova) and an English translation [here](https://lyricstranslate.com/en/эпитафия-прости-увидимся-ль-мы-снова-epitaph-forgive-me.html).","Возможная отсылка к ""Эпитафии"" Лермонтова: ""И смерть захочет ли свести / Две жертвы жребия земного, /Как знать! Итак, прости, прости!..""",['intertextuality'],"пиле. Не сомневайтесь, ибо ведь "," спешит 
не пустой, он таранит в",7551,7564,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. ЗАИТИЛЫЦИНА,01,ru,none,[],[]
OA3ZpiSGEe2oN0dYdk1NCg,строчил,Low: to write.,Просторечное: писать.,['register/style'],чтоб он и прежде особенно часто ,"; нет, не часто он мне строчил, ",7553,7560,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],06. От Ильи Петрикеича,06,ru,none,[],[]
pn5BEC9wEe2g0RfAnPYB4A,Ибо,"Literary/dated: because, for.",Литературное/устаревшее: потому что.,"['archaism', 'register/style']","днище
  Совершенно без очков.
  "," ловчие в кафтанах
  И немодных ",7554,7557,/div[1]/main[1]/article[1]/ul[8]/li[12],/div[1]/main[1]/article[1]/ul[8]/li[12],07. Записки охотника,07,ru,none,[],[]
Nn1RnhGTEe2IgQPjQORXFg,Варфоломеич,"Patronymic, son of Barfolomei. According to some interpretation, the Aramaic name Bartholomew could be a Hebrew version of Ptolemy. So this Ignaty could be the son of that Ptolomey Dorofeich mentioned above. ","Отчество: сын Варфоломея. Согласно некоторым интерпретациям, арамейское имя Варфоломей могло быть еврейской версией имени Птолемей, Таким образом, Игнатий мог быть сыном представленного выше Птолемея Дорофеича. ","['character', 'explanatory']","ном слыхать. Помилуйте, Игнатiй ",", 
оправдывается просвещенец, во",7555,7566,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],"05. Ловчая повесть, или картинки с выставки",05,ru,none,[],[]
lCneqnZEEe2XM-c4AlOpww,"катар
  П утей дыхательных",A head cold distinguished by excessive inflammation of mucus membranes and mucus production.,,['explanatory'],"скоре стар.
  Он бредит: у него ",". Бодрится:
  Побриться ль? Няня",7557,7583,/div[1]/main[1]/article[1]/ul[7]/li[18],/div[1]/main[1]/article[1]/ul[7]/li[19],11. Опять записки,11,ru,none,[],[]
0KFSUohnEe2P7yePZAD1xg,Олем,"An echo of Ilya's greeting (""s polem"").",,['explanatory']," полем, охотников я поздравлял. ",", олем, мрачные они трубят, будт",7565,7569,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],12. Заитильщина,12,ru,none,[],[]
cfy76nZEEe2cXj8mI3va4w,П утей,error: no space here,,['error'],"ар.
  Он бредит: у него катар
  "," дыхательных. Бодрится:
  Побрит",7565,7571,/div[1]/main[1]/article[1]/ul[7]/li[19],/div[1]/main[1]/article[1]/ul[7]/li[19],11. Опять записки,11,ru,none,[],[]
MSgfep2tEe2t7s8Wbweh_w,Плясавших,"Dancing. This word is crucial to Sokolov's art. Chorea — a movement disorder belonging to the dyskinesias group of neurological disorders. Its name comes from the Ancient Greek ""χορεία"" and was used to described the movements of those inflicted by the disease. Sokolov's first novel, *A School for Fools*, is dedicated to Vita Pliaskina, which refers to Sydenham's chorea (also known as ""St. Vitus's dance, пляска святого Вита in Russian). Watch a video [here](https://www.youtube.com/watch?v=wTCnbga3sqg).  Referred to several times in the novel (R171, 191, 205, 214, 215/E37, 74, 97, 113, 115).",,"['intratextuality', 'intertextuality', 'self-reference']","риветствовал группу крестьян,
  "," под сенью деревьев
  Под старый",7567,7576,/div[1]/main[1]/article[1]/ul[5]/li[31],/div[1]/main[1]/article[1]/ul[5]/li[31],15. Журнал запойного,15,ru,none,[],[]
EeI73p_5Ee2tC2NpPqhH0A,"желается, чтобы все кончилось, завершилось, 
прошло и никогда уже более не повторялось","Yakov, as other characters do, feels a pull toward death and oblivion. If all the events in the novel are repeating and cycling, then his desire that ""nothing repeats"" again speaks directly to the structure of the work.",,"['structure', 'time', 'explanatory']","потать ни 
о чем решительно, но ",". Перейти, перейти, фантазирует ",7572,7658,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],16. Ловчая повесть,16,ru,none,[],[]
JrqhTps2Ee28fwcCefjuqw,в поисках радостей,"A reference to the 1939 film ""In Search of Joy"" (watch it [here](https://www.youtube.com/watch?v=8ir5T8E0Wo8)) or the 1957 play of the same name by Viktor Rozov (read the original [here](http://www.lib.ru/PXESY/ROZOW/radost.txt)).",,['intertextuality'],"; далеко-далеко отойдешь 
порой ", — затеряешься. За трудами все т,7573,7591,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],14. От Ильи Петрикеича,14,ru,none,[],[]
e1Xh6o9mEe21RCNscqy3GQ,Селене,"The goddess of the Moon in Greek myth, daughter of Hyperion and Theia. Depicted here: ![](https://upload.wikimedia.org/wikipedia/commons/0/04/Clipeus_Selene_Terme.jpg)",,['intertextuality'],"иснениями корешков, коль 
скоро ",", безмозглому детищу глухонемого",7575,7581,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],13. Картинки с выставки,13,ru,none,['https://upload.wikimedia.org/wikipedia/commons/0/04/Clipeus_Selene_Terme.jpg'],['']
ErZWBAlYEe2UV9vYyV4nlQ,Дзынзырэла,"Another variation on Ilya's unusual last name, which is printed in more than ten different versions in the book. It carries allusions to Cinderella (see L. Toker's essay, ""Gamesman's Sketches (Found in a Bottle),"" CASS 21.3-4: 356). However, as Korovashko suggests, ""Ilya Petrikevich becomes a kind of Cinderella 'squared': if the latter lost only his shoe, he lost both his leg and the crutches that compensate for its absence"" (277).","Вновь, необычная фамилия Илья (которая встречается более 10 раз и в других графических-орфографических вариантах дальше в тексте). Намекается на сказку Золушки (по-английски Cinderella; cм. L. Toker, ""Gamesman's Sketches (Found in a Bottle),"" CASS 21.3-4: 356). Однако, Коровашко замечает, что ""Илья Петрикеич становится как бы Золушкой «в квадрате»: если последняя потеряла всего лишь свой башмачок, то он утратил и ногу, и компенсирующие ее отсутствие костыли"" (277).

","['character', 'intertextuality']","я. Нету 
худа без нéхуда, вот и "," с удачей вдруг.

И река на запр",7579,7589,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы,04,ru,none,[],[]
hDjpPCU2Ee2ij0fDKSY6tA,строчил,Low: to write.,Просторечное: писать.,['register/style'],"о строчил; нет, не часто он мне ",", даже лучше выразиться — совсем",7583,7590,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],06. От Ильи Петрикеича,06,ru,none,[],[]
pS_ijBGTEe2dn9OZ277vAw,просвещенец,"This word carries a double meaning: he is a ""prosveshchenets"" because he works at the typography ""Prosveshchenie"", but he also is, literally, a popularizer of knowledge in doing this job.","Это слово имеет двойное значение: он ""просвещенец"", потому что работает в издательстве ""Просвещение"", но в силу своей работы он также является просвещенцем (просветителем) в буквальном смысле этого слова.","['explanatory', 'language']","тiй Варфоломеич, 
оправдывается ",", вольно ж им первостатейную бум",7583,7594,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],"05. Ловчая повесть, или картинки с выставки",05,ru,none,[],[]
7E2KnEDOEe2ivJdfcl0trg,Карл-у-Клары-украл-кораллы,"A reference to the famous tongue-twister: ""Карл у Клары украл кораллы, а Клара у Карла украла кларнет"" (Karl stole from Klara coral, but Klara stole from Carl a clarinet).","Отсылка к знаменитой скороговорке: ""Карл у Клары украл кораллы, а Клара у Карла украла кларнет"".","['intertextuality', 'language']","кладите назад, где взяли, иначе ", получится. Настоящее прошу пере,7586,7612,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],08. Заитильщина,08,ru,none,[],[]
FRb1jt38EeyZk7OK2l9Yfw,таранит в торбе на мощном горбу стеклотару,"Ilya is carrying with him a number of empty glass bottles, presumably to sell. Alcohol theme.","Илья несёт пустые стеклянные бутылки, предположительно, для продажи.","['explanatory', 'theme']","ва жребия спешит 
не пустой, он ",", купно 
собранную при долинах и",7587,7629,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. ЗАИТИЛЫЦИНА,01,ru,none,[],[]
TWL7ui9xEe2V65OLbSs6TQ,башлыках,"A conical hood made of leather, wool, or felt, usually with trimmings of various kinds. Pictured here: ![](https://upload.wikimedia.org/wikipedia/commons/c/cc/%D0%98%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5_2022-05-18_111252165.png) Clothing motif.","Капюшон колпакообразной формы, изготовленный из кожи, шерсти или войлока, обычно с разнообразно украшенными концами. Изображено ниже:
![](https://upload.wikimedia.org/wikipedia/commons/c/cc/%D0%98%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5_2022-05-18_111252165.png)

Мотив одежды.","['foreign', 'motif']"," ловчие в кафтанах
  И немодных ","
  Мне по крайней мере странны,
",7589,7597,/div[1]/main[1]/article[1]/ul[8]/li[13],/div[1]/main[1]/article[1]/ul[8]/li[13],07. Записки охотника,07,ru,none,['https://upload.wikimedia.org/wikipedia/commons/c/cc/%D0%98%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5_2022-05-18_111252165.png'],['']
x89FihGTEe2UaoPLgpvL5g,вольно,Colloquial: in vain.,Разговорное: впустую.,['register/style'],"ич, 
оправдывается просвещенец, "," ж им первостатейную бумагу 
в л",7596,7602,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],"05. Ловчая повесть, или картинки с выставки",05,ru,none,[],[]
u6BSmN37EeyNSI_FOBc41Q,торбе,"Colloquial: bag, sack.","Разговорное: сумка, мешок.",['register/style'],"спешит 
не пустой, он таранит в "," на мощном горбу стеклотару, куп",7597,7602,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. ЗАИТИЛЫЦИНА,01,ru,none,[],[]
Gc9SUIlgEe2vg4ObxAdCCw,будто умерли,"Many of the hunters have, of course, already died within the novel, as described above.",,"['explanatory', 'intratextuality']","Олем, олем, мрачные они трубят, ",". Очевидно, мороз языки их в пра",7597,7609,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],12. Заитильщина,12,ru,none,[],[]
-xuFagK8Ee2Q24fK6zRF3Q,Пока телеграфные зришь провода,"It may allude to Tsvetaeva's poem ""Provoda"". Read it [here](https://ilibrary.ru/text/3016/p.1/index.html ). ","Напоминает стихотворение М. Цветаевой ""Провода"". Прочитать стихотворение можно [здесь](https://ilibrary.ru/text/3016/p.1/index.html). ",['intertextuality'],"адо отправить, пока не вечер,
  ",":
  Аз есмь, пока не затеплились",7604,7634,/div[1]/main[1]/article[1]/ul[7]/li[14],/div[1]/main[1]/article[1]/ul[7]/li[14],03. Записки запойного охотника,03,ru,none,[],[]
c5C3CAlYEe2yk5_SIgii1A,"И река на запрос отвечает: камень я тебе хоть под голову, хоть на 
шею — бери, не жаль, но в последнем случае — не взыщи, ты ракушек уже не покушаешь на здоровье, увы, а они тебя — с удовольствием.","A continuation of the end of chapter 1 and Ilya's conversation with the river (R158/E16). Here, the ""Страшнеющего Суда"" becomes ""последнем случае."" The threat of death and the pull of suicide looms over Ilya and many of the men living on the banks of the Volga.","Продолжение концовки главы 1 и разговора Ильи с рекой (R158/E16). Здесь, выражение ""до Страшнеющего Суда"" становится синонимичным ""в последнем случае"". Угроза смерти и тяга к самоубийству давлеет над Ильей и другими обитателями берегов Волги.","['intratextuality', 'explanatory', 'theme']","т и Дзынзырэла с удачей вдруг.

"," Отзываюсь: повремени, я отчаива",7607,7804,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],04. Заитильщина Дзындзырэлы,04,ru,none,[],[]
3eym5hGTEe2M4Jt3arciTQ,первостатейную,Dated: of the best quality.,Устаревшее: лучшего качества.,['register/style'],"вается просвещенец, вольно ж им "," бумагу 
в лужах купать, благово",7608,7622,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],"05. Ловчая повесть, или картинки с выставки",05,ru,none,[],[]
