Id,highlighted,text,ru_trans,tags,prefix,suffix,highlighted_html,suffix_html,position_start,position_end,start_container,end_container,chapter,ch_num,lang,overlap,img_src,alt_text_eng,dog_sound
tAfnHPk_Eeypadf0lpOEdw,Записки запойного охотника,"A reference to Ivan Turgenev's 1852 cycle of short stories *Notes of a Hunter* (also translated as *A Sportsman's Notebook*, *The Hunting Sketches*, and *Sketches from a Hunter's Album*). This work was acclaimed for its portrayal of peasant life. The ""Notes"" (Записки) trope is common in Russian literature: *Notes of a Rifle Hunter* (Aksakov), Notes of a Shallow Grass (Dryansky), ""Notes of a Madman"" (Gogol), *Notes from the Underground* (Dostoevsky), *Notes from a Dead House* (Dostoevsky), ""Notes of a Madman"" (Tolstoy), ""Notes of a Christian"" (Tolstoy), *Notes of a Doctor* (Veresaev), *Notes of a Young Doctor* (Bulgakov), *Notes of a Psychotic* (Ven. Erofeev), and *Notes of a Nonhunter* (Vantalov). Gerald Smith suggests that the Drunken Huntsman may also be a literary descendent of Alexander Pushkin's hero in *The Gypsies* (""The Verse"" 329). Furthermore, on a technical level, Smith writes: ""The metrical-typology of the poems in *DW*, crudely stated, is as follows. The texts fall into the conventional four groups as follows: Iambic, 8; Trochaic, 6; Ternary, 17; Other, 4; one poem is polymetric (XXXI). Compared with the norms for contemporary Russian poetry, this distribution represents much higher proportions than usual in the trochaic and ternary groups, and a reduced proportion in the iambic; that is, Sokolov is modelling a repertoire that deviates from literary verse and leans towards folkloric models. However, the two poets who made the most important contribution to the domestication and exploitation of ternary metres in Russian poetry were Nikolai Nekrasov in the mid-nineteenth century and then Boris Pasternak in his work before the mid-1920s, and Sokolov's verse evokes a strong echo of their work"" (""The Verse"" 329–330). As for the number of poems in the novel, Alexander Boguslawski writes: ""one can construct an even more tempting hypothesis that the number of chapters — 18 and the number of poems — 37 are a concealed intertextual reference to the date of Pushkin's death (1837) and to his age at death"" (""How Sokolov's"" 207).","Отсылка к написанному в 1852 году циклу рассказов Тургенева ""Записки охотника"". Произведение получило признание за отражение крестьянской жизни. Образ ""Записок"" нередко встречается в русской литературе: ""Записки ружейного охотника"" (Аксаков), ""Записки мелкотравчатого"" (Дриянский), ""Записки сумасшедшего"" (Гоголь), ""Записки из подполья"" (Достоевский), ""Записки из Мертвого дома"" (Достоевский), ""Записки сумасшедшего"" (Толстой), ""Записки христианина"" (Толстой), ""Записки врача"" (Вересаев), ""Записки юного врача"" (Булгаков), ""Записки психопата"" (Вен. Ерофеев), ""Записки неохотника"" (Ванталов). Дж. Смит предполагает, что Запойный охотник может быть литературным потомком пушкинского героя из поэмы ""Цыгане"" (CASS 1987, Smith, ""The Verse"", 329). Более того, с технической точки зрения, Смит пишет: ""Метрическая классификация стихов в ""Между собакой и волком"", грубо говоря, следующая. Cтихи разделяются на четыре традиционные группы: Ямб, 8; Хорей, 6; Трехдольное, 17;  Другое, 4; один из стихов полиметрический (XXXI). Согласно нормам современной руской поэзии, такое распределение показывает намного большую долю хореических и трехдольных стихов, и меньшую долю ямбических; то есть, Соколов создает репертуар, отклоняющийся от литературного слога и больше напоинающий фольклорические модели. Однако, если двумя поэтами, которые внесли значимый вклад во внедрение и адаптацию трехдольного метра в русской поэзии, были Н. Некрасов в середине XIX века и Б. Пастернак в его работах до середины 1920-х, то в слоге Соколова прослеживается сходство с их работами (CASS 1987, Smith, ""The Verse"" 329–330). Что касается количества стихов в романе, А. Богуславский пишет: ""можно предложить еще более заманчивую гипотезу о том, что число глав – 18 – и число стихов – 37 – являются скрытой отсылкой к году смерти Пушкина (1837) и возрастом его смерти"" (Boguslawski, ""How Sokolov's"" 207).",['intertextuality']," 
      

      
        
  03. ","
  
  Записка I

Впечатление


 ",Записки запойного охотника,"</h1>
  ",622,648,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1]/hypothesis-highlight[1],03. Записки запойного охотника,03,ru,partial,[],[],False
o2I_PmDvEe6o3_dLQZkf7A,Accordin to Ilya Petrikeich,"One more chapter written ""as if"" by Ilya in the book. Ilya's chapters are the 1st, 4th, 6th, 8th, 10th, 12th, 14th, 17th.",,"['structure', 'character']"," 
      

      
        
  06. ","
  
  With what does the station",Accordin to Ilya Petrikeich,"</h1>
  ",622,649,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],06. Accordin to Ilya Petrikeich,06,en,none,[],[],False
uOq-wF1EEe6SInczGLJ6Ig,Pictures from an Exhibition,"Such an ekphrastic title is borrowed from Modest Mussorgsky's famous suite of ten piano pieces, composed in 1874. If Mussorgsky's work intertwines music and pictorial art, in these chapters we see how visual art enters the written dimension of literature. Listen to a recording [here](https://www.youtube.com/watch?v=O31KPk5xnBg).",,"['music', 'intertextuality', 'theme']"," 
      

      
        
  09. ","
  
  A friend of the family, a ",Pictures from an Exhibition,"</h1>
  ",622,649,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],09. Pictures from an Exhibition,09,en,none,[],[],False
HxMeOGHpEe62M6dNeKisUg,Pictures from an Exhibition,"Such an ekphrastic title is borrowed from Modest Mussorgsky's famous suite of ten piano pieces, composed in 1874. If Mussorgsky's work intertwines music and pictorial art, in these chapters we see how visual art enters the written dimension of literature. Listen to a recording [here](https://www.youtube.com/watch?v=O31KPk5xnBg).",,"['music', 'intertextuality', 'theme']"," 
      

      
        
  13. ","
  
  The hoarfrost—may pass. Th",Pictures from an Exhibition,"</h1>
  ",622,649,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],13. Pictures from an Exhibition,13,en,none,[],[],False
fmHpOhb1Ee6SImvUrYZDoA,Ильи,"Ilya is *Between Dog and Wolf*’s protagonist and the author of what he calls the *Zaitil'shchina*, a long letter with epic traits (starting from its title) addressed to Inspector Pozhilykh in which he comments on the theft of his crutches (he has only one leg) and, more generally, describes life along the [Volga River](https://www.google.com/maps/place/Volga+River,+Russia/data=!4m2!3m1!1s0x41abfea34a299a3b:0x82d872a65cbe9fbb?sa=X&ved=2ahUKEwjCze_A-uj_AhVzrYkEHbRJBJkQ8gF6BAhoEAA&ved=2ahUKEwjCze_A-uj_AhVzrYkEHbRJBJkQ8gF6BQiEARAB). Johnson defines Ilya’s letter as “semiliterate ramblings,” aptly suggesting the style and register the reader will encounter in the novel (“*Sokolov’s Between Dog and Wolf* and the Modernist Tradition” 212). However, this character expresses at the same time a highly poetic and imaginative gaze. Ilya frequently associates himself with the biblical prophet Elijah, a figure folklorically linked with thunderstorms and which in Slavic tradition acquired some of the characteristics of the pagan God of the sky and thunder, Perun. Ilya is closely related to other key characters of the novel: he describes his troubled relationship with Orina (alternatively called Maria and the Dame) with whom he has a son; in encountering Yakov (the focus of several chapters), he suggests the possibility of being his father. The Oedipal plot resulting from this triangle has been noted by scholars, such as Johnson, who writes that “the game warden Iakov lusts for his mother (reincarnate as a mentally defective girl) and kills his father-all without being aware of the identity of either” (“Twilight Cosmos” 644). ","Илья — главный герой ""Между собакой и волком"" и автор того, что он называет ""Заитильщиной"" — длинного эпического письма (начиная с названия), адресованного инспектору Пожилых, в котором он комментирует кражу своих костылей (у него лишь одна нога) и, в более общем плане, описывает жизнь на Приволжье. Джонсон определяет письмо Ильи как “полуграмотный бред”, удачно указывая на стиль и тон, с которыми читатель встретится в романе (“Sokolov’s Between Dog and Wolf and the Modernist Tradition” 212). Однако данный персонаж выражает в то же время весьма поэтический и образный взгляд. Илья часто сравнивает себя с библейским пророком Илией — фольклорно связанной с грозой фигурой, которая в славянской традиции приобрела некоторые черты языческого бога неба и грома Перуна. Илья тесно связан с другими ключевыми персонажами романа: он описывает свои непростые отношения с Ориной (также известной нам как Мария и Дама), от которой у него есть сын; при встрече с Яковом (центральным персонажем нескольких глав) Илья начинает подозревает, что может быть его отцом. Эдипов сюжет, связывающий этот треугольник персонажей, был отмечен разными экспертами, например, Джонсоном, который пишет, что “егерь Яков испытывает физическое влечение к своей матери (перевоплощенной в умственно отсталую девушку) и убивает своего отца — все это не зная истинной сущности обоих” (“Twilight Cosmos” 644).","['intertextuality', 'character', 'folklore']","     

      
        
  06. От "," Петрикеича
  
  Чем вокзал ожид",Ильи," Петрикеича</h1>
  ",625,629,/div[1]/main[1]/article[1]/h1[1]/hypothesis-highlight[2],/div[1]/main[1]/article[1]/h1[1]/hypothesis-highlight[2],06. От Ильи Петрикеича,06,ru,full,[],[],False
c839Khb0Ee6SszdzW3s5Pw,Ильи,"Ilya is *Between Dog and Wolf*’s protagonist and the author of what he calls the *Zaitil'shchina*, a long letter with epic traits (starting from its title) addressed to Inspector Pozhilykh in which he comments on the theft of his crutches (he has only one leg) and, more generally, describes life along the [Volga River](https://www.google.com/maps/place/Volga+River/@51.9460656,41.3847096,5z/data=!3m1!4b1!4m6!3m5!1s0x41abfea34a299a3b:0x82d872a65cbe9fbb!8m2!3d51.3087451!4d45.7974619!16zL20vMGgyaHc?entry=ttu). Johnson defines Ilya’s letter as “semiliterate ramblings,” aptly suggesting the style and register the reader will encounter in the novel (“*Sokolov’s Between Dog and Wolf* and the Modernist Tradition” 212). However, this character expresses at the same time a highly poetic and imaginative gaze. Ilya frequently associates himself with the biblical prophet Elijah, a figure folklorically linked with thunderstorms and which in Slavic tradition acquired some of the characteristics of the pagan God of the sky and thunder, Perun. Ilya is closely related to other key characters of the novel: he describes his troubled relationship with Orina (alternatively called Maria and the Dame) with whom he has a son; in encountering Yakov (the focus of several chapters), he suggests the possibility of being his father. The Oedipal plot resulting from this triangle has been noted by scholars, such as Johnson, who writes that “the game warden Iakov lusts for his mother (reincarnate as a mentally defective girl) and kills his father-all without being aware of the identity of either” (“Twilight Cosmos” 644).","Илья — главный герой ""Между собакой и волком"" и автор того, что он называет ""Заитильщиной"" — длинного эпического письма (начиная с названия), адресованного инспектору Пожилых, в котором он комментирует кражу своих костылей (у него лишь одна нога) и, в более общем плане, описывает жизнь на Приволжье. Джонсон определяет письмо Ильи как “полуграмотный бред”, удачно указывая на стиль и тон, с которыми читатель встретится в романе (“Sokolov’s Between Dog and Wolf and the Modernist Tradition” 212). Однако данный персонаж выражает в то же время весьма поэтический и образный взгляд. Илья часто сравнивает себя с библейским пророком Илией — фольклорно связанной с грозой фигурой, которая в славянской традиции приобрела некоторые черты языческого бога неба и грома Перуна. Илья тесно связан с другими ключевыми персонажами романа: он описывает свои непростые отношения с Ориной (также известной нам как Мария и Дама), от которой у него есть сын; при встрече с Яковом (центральным персонажем нескольких глав) Илья начинает подозревает, что может быть его отцом. Эдипов сюжет, связывающий этот треугольник персонажей, был отмечен разными экспертами, например, Джонсоном, который пишет, что “егерь Яков испытывает физическое влечение к своей матери (перевоплощенной в умственно отсталую девушку) и убивает своего отца — все это не зная истинной сущности обоих” (“Twilight Cosmos” 644).","['character', 'intertextuality', 'folklore']","     

      
        
  14. От "," Петрикеича
  
  Клеши, мичманка",Ильи," Петрикеича</h1>
  ",625,629,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],14. От Ильи Петрикеича,14,ru,none,[],[],False
I8WccmK1Ee6l8XcJ6FskzQ,Binger's,"That is, Yakov.",,"['character', 'explanatory']","    

      
        
  15. The "," Journal
  
  Note XXVIII

Sparr",Binger's," Journal</h1>
  ",626,634,/div[1]/main[1]/article[1]/h1[1]/hypothesis-highlight[2],/div[1]/main[1]/article[1]/h1[1]/hypothesis-highlight[2],15. THE BINGER’S JOURNAL,15,en,full,[],[],False
E19Q3ms2Ee2fSiMdQoLHTA,записки,"A reference to Ivan Turgenev's 1852 cycle of short stories *Notes of a Hunter* (also translated as *A Sportman's Notebook*, *The Hunting Sketches*, and *Sketches from a Hunter's Album*). This work was acclaimed for its portrayal of peasant life. The ""Notes"" (Записки) trope is common in Russian literature: *Notes of a Rifle Hunter* (Aksakov), Notes of a Shallow Grass (Dryansky), ""Notes of a Madman"" (Gogol), *Notes from the Underground* (Dostoevsky), *Notes from a Dead House* (Dostoevsky), ""Notes of a Madman"" (Tolstoy), ""Notes of a Christian"" (Tolstoy), *Notes of a Doctor* (Veresaev), *Notes of a Young Doctor* (Bulgakov), *Notes of a Psychotic* (Ven. Erofeev), and *Notes of a Nonhunter* (Vantalov). Gerald Smith suggests that the Drunken Huntsman may also be a literary descendent of Alexander Pushkin's hero in *The Gypsies* (""The Verse"" 329).","Отсылка к написанному в 1852 году циклу рассказов Тургенева ""Записки охотника"". Произведение получило признание за отражение крестьянской жизни. Образ ""Записок"" нередко встречается в русской литературе: ""Записки ружейного охотника"" (Аксаков), ""Записки мелкотравчатого"" (Дриянский), ""Записки сумасшедшего"" (Гоголь), ""Записки из подполья"" (Достоевский), ""Записки из Мертвого дома"" (Достоевский), ""Записки сумасшедшего"" (Толстой), ""Записки христианина"" (Толстой), *Записки врача* (Вересаев), ""Записки юного врача"" (Булгаков), ""Записки психопата"" (Вен. Ерофеев), ""Записки неохотника"" (Ванталов). Дж. Смит предполагает, что Запойный охотник может быть литературным потомком пушкинского героя из поэмы ""Цыгане"" (Smith, ""The Verse"", 329). ",['intertextuality'],"  

      
        
  11. Опять ","
  
  Записка XIX

Портрет знако",записки,"</h1>
  ",628,635,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],11. Опять записки,11,ru,none,[],[],False
HohvHmK1Ee6UO9eDUZ1XTA,запойного,"That is, Yakov.","То есть, Яков.","['character', 'explanatory']"," 

      
        
  15. Журнал ","
  
  Записка XXVIII

Воробьиная",запойного,"</h1>
  ",629,638,/div[1]/main[1]/article[1]/h1[1]/hypothesis-highlight[2],/div[1]/main[1]/article[1]/h1[1]/hypothesis-highlight[2],15. Журнал запойного,15,ru,full,[],[],False
3V-oohgBEe6lcQsrFUGEuQ,Петрикеича,"Petrikeich is Ilya’s patronymic (“son of Petrik,” although this first name is not common). D.B. Johnson has noted that the patronymic contains an allusion to the folkloric figure of the “lisa Patrikeevna,” a trickster fox present in Slavic culture (“Sokolov’s *Between Dog and Wolf* and the Modernist Tradition” 211). The reference to a fox is not by chance: Ilya will be transfigured into a fox in Orina’s imagination when tied to a railroad (she had brought the hide of her pet fox to a shoemaker who later took advantage of her). Animal motif.","Петрикеич — отчество Ильи, буквально означающее ""сын Петрика""; имя отца, Петрик, встречается редко. Д. Б. Джонсон отмечает, что такое отчество — аллюзия на фольклорный образ лисы Патрикеевны, лисы-трикстера славянской культуры (“Sokolov’s 'Between Dog and Wolf' and the Modernist Tradition” 211). Отсылка к лисе не случайна: Илья перевоплотится в лису в воображении Орины, привязанной к дорожным путям (она принесла шкуру своей домашней лисы сапожнику, впоследствии воспользовавшемуся ею). Мотив животных.

","['character', 'motif', 'intertextuality', 'intratextuality', 'folklore']","

      
        
  06. От Ильи ","
  
  Чем вокзал ожиданий шибает",Петрикеича,"</h1>
  ",630,640,/div[1]/main[1]/article[1]/h1[1]/hypothesis-highlight[2],/div[1]/main[1]/article[1]/h1[1]/hypothesis-highlight[2],06. От Ильи Петрикеича,06,ru,full,[],[],False
p__DBBgBEe6kRT_HMrocUw,Петрикеича,"Petrikeich is Ilya’s patronymic (“son of Petrik,” although this first name is not common). D.B. Johnson has noted that the patronymic contains an allusion to the folkloric figure of the “lisa Patrikeevna,” a trickster fox present in Slavic culture (“*Sokolov’s Between Dog and Wolf* and the Modernist Tradition” 211). The reference to a fox is not by chance: Ilya will be transfigured into a fox in Orina’s imagination when tied to a railroad (she had brought the hide of her pet fox to a shoemaker who later took advantage of her). Animal motif.","Петрикеич — отчество Ильи, буквально означающее ""сын Петрика""; имя отца, Петрик, встречается редко. Д. Б. Джонсон отмечает, что такое отчество — аллюзия на фольклорный образ лисы Патрикеевны, лисы-трикстера славянской культуры (“Sokolov’s 'Between Dog and Wolf' and the Modernist Tradition” 211). Отсылка к лисе не случайна: Илья перевоплотится в лису в воображении Орины, привязанной к дорожным путям (она принесла шкуру своей домашней лисы сапожнику, впоследствии воспользовавшемуся ею). Мотив животных.","['character', 'folklore', 'intertextuality', 'intratextuality', 'motif']","

      
        
  14. От Ильи ","
  
  Клеши, мичманка с  крабом,",Петрикеича,"</h1>
  ",630,640,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],14. От Ильи Петрикеича,14,ru,none,[],[],False
zR8m6Cq9Ee2BzpevBLjOwA,запойного охотника,"That is, Yakov. These verse segments are allegedly written by Yakov during his year on the Volga to the extent we can assume he is the author of the Notes; such a first name, so close to the Russian word *iakoby* (allegedly), makes him literally only ""allegedly"" a hunter, a wannabe poet/artist, or, generally speaking, a round and authentic character"" (Napolitano, ""Studyin this Volapuke"" 292). The Notes come divided in sections according to the time of the year, which is however never a specific season but a period between seasons. In these first Notes, the setting is fall-winter. Gerald Smith suggests that the ""idea of going to the country for the winter rather than the summer is a calculated reversal of the accepted routine of polite society, and a fundamental aspect of the novel's anti-'civilized' stance"" (""The Verse"" 325). In opposition to most critics, he also proposes that the Notes are composed by a ""controlling intelligence"" beyond the novel's main characters (""The Verse"" 326). A different interpretation is advanced by Leiderman and Lipovetsky, who interpret the novel as a tripartite narration, unfolded progressively by Ilya, Yakov, and a third “impersonal author” (*Russkaia literatura xx veka*, 407). However, as Napolitano underlines, ""In such a drunk atmosphere, not only the narrative staggers, due to the blurred vision of its narrators, but the reader, too, wavers in following the flows of the voices weaving together the narrative texture. These voices are not simply Ilya’s and Yakov’s (and his alternative personalities, including the Binging Hunter’s), but Maria-Orina also shows up, accompanied for instance by a nineteenth-century porter, or even a certain Carus Sterne with his natural history book *Werden und Vergehen*. Alcohol theme.","То есть, Яков. Можно предположить, что эти стихотворные фрагменты написаны Яковом во время его годового пребывания на Волге в той мере, в какой мы можем быть уверены, что он является автором Записок; такое имя, столь близкое к русскому слову “якобы”, делает его буквально лишь “якобы” охотником, начинающим поэтом/художником или, вообще говоря, всесторонним и искренним персонажем (Napolitano, ""Studyin this Volapuke"" 292). Записки разделены на части согласно временам года, однако, не конкретным сезонам, а межсезоньям. В первых Записках время действия — осень-зима. Дж. Смит предполагает, что ""идея ехать в деревню зимой, а не летом, умышленно противопоставляется общепринятому обычаю приличного общества и является фундаментальным аспектом анти-цивилизованной позиции романа"" (Smith, ""The Verse"", 325). Вопреки мнению большинства критиков, он также считает, что Записки созданы неким ""управляющим разумом"" за пределами круга главных героев романа (326). Иное объяснение предлагают Лейдерман и Липовецкий, которые интерпретируют роман как трехчастное повествование, которое последовательно развертывается Ильей, Яковом и третьим “безличным автором” (Russkaia literatura xx veka, 407). Однако, как подчеркивает Наполитано, “в такой пьяной атмосфере колеблется не только повествование из-за затуманенного зрения его рассказчиков, но и читатель, следуя потокам голосов, соединяющих воедино повествовательное полотно. Эти голоса не только Ильи и Якова (и его альтернативных личностей, включая Запойного Охотника), но также появляется Мария-Орина, сопровождаемая, например, швейцаром девятнадцатого века или даже неким Карусом Стерном с его книгой по естественной истории ""Werden und Vergehen"". Тема алкоголя.","['explanatory', 'time', 'theme', 'character']","

      
        
  03. Записки ","
  
  Записка I

Впечатление


 ",запойного охотника,"</h1>
  ",630,648,/div[1]/main[1]/article[1]/h1[1]/hypothesis-highlight[2],/div[1]/main[1]/article[1]/h1[1]/hypothesis-highlight[2],03. Записки запойного охотника,03,ru,full,[],[],False
IHTGrqDAEe2kdI8mDpkohQ,посланная отдельной бутылкой,"In Note XXXVI, Yakov claims to send his other 36 poems in a bottle down the river (R273/E216).","В Записке XXXVI Яков утверждает, что бросил бутылку со своими остальными 36 стихотворениями в реку.
",['intratextuality'],"
      
        
  18. Записка, ","
  
  Записка XXXVII

Post Scrip",посланная отдельной бутылкой,"</h1>
  ",631,659,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],"18. Записка, посланная отдельной бутылкой",18,ru,none,[],[],False
96kxSmEeEe6I1F_m7NjlaQ,Notes,"A reference to Ivan Turgenev's 1852 cycle of short stories *Notes of a Hunter* (also translated as *A Sportman's Notebook*, *The Hunting Sketches*, and *Sketches from a Hunter's Album*). This work was acclaimed for its portrayal of peasant life. The ""Notes"" (Записки) trope is common in Russian literature: *Notes of a Rifle Hunter* (Aksakov), Notes of a Shallow Grass (Dryansky), ""Notes of a Madman"" (Gogol), *Notes from the Underground* (Dostoevsky), *Notes from a Dead House* (Dostoevsky), ""Notes of a Madman"" (Tolstoy), ""Notes of a Christian"" (Tolstoy), *Notes of a Doctor* (Veresaev), *Notes of a Young Doctor* (Bulgakov), *Notes of a Psychotic* (Ven. Erofeev), and *Notes of a Nonhunter* (Vantalov). Gerald Smith suggests that the Drunken Huntsman may also be a literary descendent of Alexander Pushkin's hero in *The Gypsies* (""The Verse"" 329).",,['intertextuality'],"      
        
  11. Again the ","
  
  Note XIX

Portrait of a Fa",Notes,"</h1>
  ",632,637,/div[1]/main[1]/article[1]/h1[1]/hypothesis-highlight[2],/div[1]/main[1]/article[1]/h1[1]/hypothesis-highlight[2],11. Again the Notes,11,en,full,[],[],False
jDFQqGZ_Ee6b4rskzVQvBA,Sent in a Separate Bottle,"In Note XXXVI, Yakov claims to send his other 36 poems in a bottle down the river (R273/E216).","В записке XXXVI Яков утверждает, что бросил бутылку со своими остальными 36 стихотворениями в реку.",['intratextuality'],"      
        
  18. The Note, ","
  
  Note XXXVII

Post Scriptum",Sent in a Separate Bottle,"</h1>
  ",632,657,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],"18. The Note, Sent in a Separate Bottle",18,en,none,[],[],False
G0Z3eE5DEe6iFU_NZ2CNUw,Binging Hunter,"That is, Yakov. These verse segments are allegedly written by Yakov during his year on the Volga to the extent we can assume he is the author of the Notes; such a first name, so close to the Russian word *iakoby* (allegedly), makes him literally only ""allegedly"" a hunter, a wannabe poet/artist, or, generally speaking, a round and authentic character"" (Napolitano, ""Studyin this Volapuke"" 292). The Notes come divided in sections according to the time of the year, which is however never a specific season but a period between seasons. In these first Notes, the setting is fall-winter. Gerald Smith suggests that the ""idea of going to the country for the winter rather than the summer is a calculated reversal of the accepted routine of polite society, and a fundamental aspect of the novel's anti-'civilized' stance"" (""The Verse"" 325). In opposition to most critics, he also proposes that the Notes are composed by a ""controlling intelligence"" beyond the novel's main characters (""The Verse"" 326). A different interpretation is advanced by Leiderman and Lipovetsky, who interpret the novel as a tripartite narration, unfolded progressively by Ilya, Yakov, and a third “impersonal author” (*Russkaia literatura xx veka*, 407). However, as Napolitano underlines, ""In such a drunk atmosphere, not only the narrative staggers, due to the blurred vision of its narrators, but the reader, too, wavers in following the flows of the voices weaving together the narrative texture. These voices are not simply Ilya’s and Yakov’s (and his alternative personalities, including the Binging Hunter’s), but Maria-Orina also shows up, accompanied for instance by a nineteenth-century porter, or even a certain Carus Sterne with his natural history book *Werden und Vergehen*. Alcohol theme.",,"['time', 'theme', 'character']","     
        
  03. Notes of a ","
  
  Note I

Impression


  Loo",Binging Hunter,"</h1>
  ",633,647,/div[1]/main[1]/article[1]/h1[1]/hypothesis-highlight[2],/div[1]/main[1]/article[1]/h1[1]/hypothesis-highlight[2],03. Notes of a Binging Hunter,03,en,full,[],[],False
1cWajmDvEe6ycd8IEMADXg,Ilya,"Ilya is *Between Dog and Wolf*’s protagonist and the author of what he calls the Zaitil'shchina, a long letter with epic traits (starting from its title) addressed to Inspector Pozhilykh in which he comments on the theft of his crutches (he has only one leg) and, more generally, describes life along the [Volga River](https://www.google.com/maps/place/Volga+River,+Russia/data=!4m2!3m1!1s0x41abfea34a299a3b:0x82d872a65cbe9fbb?sa=X&ved=2ahUKEwjCze_A-uj_AhVzrYkEHbRJBJkQ8gF6BAhoEAA&ved=2ahUKEwjCze_A-uj_AhVzrYkEHbRJBJkQ8gF6BQiEARAB). Johnson defines Ilya’s letter as “semiliterate ramblings,” aptly suggesting the style and register the reader will encounter in the novel (“Sokolov’s *Between Dog and Wolf* and the Modernist Tradition” 212). However, this character expresses at the same time a highly poetic and imaginative gaze. Ilya frequently associates himself with the biblical prophet Elijah, a figure folklorically linked with thunderstorms and which in Slavic tradition acquired some of the characteristics of the pagan God of the sky and thunder, Perun. Ilya is closely related to other key characters of the novel: he describes his troubled relationship with Orina (alternatively called Maria and the Dame) with whom he has a son; in encountering Yakov (the focus of several chapters), he suggests the possibility of being his father. The Oedipal plot resulting from this triangle has been noted by scholars, such as Johnson, who writes that “the game warden Iakov lusts for his mother (reincarnate as a mentally defective girl) and kills his father-all without being aware of the identity of either” (“Twilight Cosmos” 644).",,"['intertextuality', 'character', 'folklore']","    
        
  06. Accordin to "," Petrikeich
  
  With what does ",Ilya," Petrikeich</h1>
  ",634,638,/div[1]/main[1]/article[1]/h1[1]/hypothesis-highlight[2],/div[1]/main[1]/article[1]/h1[1]/hypothesis-highlight[2],06. Accordin to Ilya Petrikeich,06,en,full,[],[],False
t6eIhGX3Ee6pKN_wg6Bz_g,Ilya,"Ilya here refers to himself in the third person. Ilya is *Between Dog and Wolf*’s protagonist and the author of what he calls the Zaitil'shchina, a long letter with epic traits (starting from its title) addressed to Inspector Pozhilykh in which he comments on the theft of his crutches (he has only one leg) and, more generally, describes life along the [Volga River](https://www.google.com/maps/place/Volga+River,+Russia/data=!4m2!3m1!1s0x41abfea34a299a3b:0x82d872a65cbe9fbb?sa=X&ved=2ahUKEwjCze_A-uj_AhVzrYkEHbRJBJkQ8gF6BAhoEAA&ved=2ahUKEwjCze_A-uj_AhVzrYkEHbRJBJkQ8gF6BQiEARAB). Johnson defines Ilya’s letter as “semiliterate ramblings,” aptly suggesting the style and register the reader will encounter in the novel (“Sokolov’s *Between Dog and Wolf* and the Modernist Tradition” 212). However, this character expresses at the same time a highly poetic and imaginative gaze. Ilya frequently associates himself with the biblical prophet Elijah, a figure folklorically linked with thunderstorms and which in Slavic tradition acquired some of the characteristics of the pagan God of the sky and thunder, Perun. Ilya is closely related to other key characters of the novel: he describes his troubled relationship with Orina (alternatively called Maria and the Dame) with whom he has a son; in encountering Yakov (the focus of several chapters), he suggests the possibility of being his father. The Oedipal plot resulting from this triangle has been noted by scholars, such as Johnson, who writes that “the game warden Iakov lusts for his mother (reincarnate as a mentally defective girl) and kills his father-all without being aware of the identity of either” (“Twilight Cosmos” 644).",,"['character', 'folklore', 'intertextuality']","    
        
  14. Accordin to "," Petrikeich
  
  Bell-bottoms, a",Ilya," Petrikeich</h1>
  ",634,638,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],14. Accordin to Ilya Petrikeich,14,en,none,[],[],False
iEa58ghCEe22U4P2dx87Yw,Дзындзырэлы,"Again, Ilya's unusual last name, which is printed in more than ten different versions in the book. It carries allusions to Cinderella (see L. Toker's essay, ""Gamesman's Sketches (Found in a Bottle),"" CASS 21.3-4: 356). However, as Korovashko suggests, ""Ilya Petrikevich becomes a kind of Cinderella 'squared': if the latter lost only his shoe, he lost both his leg and the crutches that compensate for its absence"" (277).","Вновь, необычная фамилия Илья (которая встречается более 10 раз и в других графических-орфографических вариантах дальше в тексте). Намекается на сказку Золушки (по-английски Cinderella; cм. L. Toker, ""Gamesman's Sketches (Found in a Bottle),"" CASS 21.3-4: 356). Здесь она написана так, что еще больше напоминает имя Золушки. Однако как предполагает Коровашко, ""Илья Петрикевич становится своего рода 'Золушкой в квадрате': если та потеряла лишь туфлю, то он потерял и ногу, и костыли, компенсирующие ее отсутствие"" (277).","['character', 'intertextuality']","    
        
  04. Заитильщина ","
  
  Это Петр, грамотей один сл",Дзындзырэлы,"</h1>
  ",634,645,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],04. Заитильщина Дзындзырэлы,04,ru,none,[],[],False
